nohup: 忽略输入

  0%|          | 0/585 [00:00<?, ?it/s]
Epoch 1:   0%|          | 0/585 [00:00<?, ?it/s]
Epoch 1:   0%|          | 0/585 [00:01<?, ?it/s, loss=0.334]
Epoch 1:   0%|          | 1/585 [00:01<11:54,  1.22s/it, loss=0.334]
Epoch 1:   0%|          | 1/585 [00:01<11:54,  1.22s/it, loss=0.334]
Epoch 1:   0%|          | 1/585 [00:01<11:54,  1.22s/it, loss=0.333]
Epoch 1:   0%|          | 2/585 [00:01<08:06,  1.20it/s, loss=0.333]
Epoch 1:   0%|          | 2/585 [00:01<08:06,  1.20it/s, loss=0.333]
Epoch 1:   0%|          | 2/585 [00:02<08:06,  1.20it/s, loss=0.334]
Epoch 1:   1%|          | 3/585 [00:02<07:05,  1.37it/s, loss=0.334]
Epoch 1:   1%|          | 3/585 [00:02<07:05,  1.37it/s, loss=0.334]
Epoch 1:   1%|          | 3/585 [00:03<07:05,  1.37it/s, loss=0.334]
Epoch 1:   1%|          | 4/585 [00:03<07:55,  1.22it/s, loss=0.334]
Epoch 1:   1%|          | 4/585 [00:03<07:55,  1.22it/s, loss=0.334]
Epoch 1:   1%|          | 4/585 [00:04<07:55,  1.22it/s, loss=0.334]
Epoch 1:   1%|          | 5/585 [00:04<08:33,  1.13it/s, loss=0.334]
Epoch 1:   1%|          | 5/585 [00:04<08:33,  1.13it/s, loss=0.334]
Epoch 1:   1%|          | 5/585 [00:04<08:33,  1.13it/s, loss=0.334]
Epoch 1:   1%|1         | 6/585 [00:04<07:46,  1.24it/s, loss=0.334]
Epoch 1:   1%|1         | 6/585 [00:04<07:46,  1.24it/s, loss=0.334]
Epoch 1:   1%|1         | 6/585 [00:06<07:46,  1.24it/s, loss=0.334]
Epoch 1:   1%|1         | 7/585 [00:06<08:28,  1.14it/s, loss=0.334]
Epoch 1:   1%|1         | 7/585 [00:06<08:28,  1.14it/s, loss=0.334]
Epoch 1:   1%|1         | 7/585 [00:06<08:28,  1.14it/s, loss=0.333]
Epoch 1:   1%|1         | 8/585 [00:06<07:39,  1.25it/s, loss=0.333]
Epoch 1:   1%|1         | 8/585 [00:06<07:39,  1.25it/s, loss=0.333]
Epoch 1:   1%|1         | 8/585 [00:07<07:39,  1.25it/s, loss=0.333]
Epoch 1:   2%|1         | 9/585 [00:07<07:03,  1.36it/s, loss=0.333]
Epoch 1:   2%|1         | 9/585 [00:07<07:03,  1.36it/s, loss=0.333]
Epoch 1:   2%|1         | 9/585 [00:08<07:03,  1.36it/s, loss=0.333]
Epoch 1:   2%|1         | 10/585 [00:08<07:54,  1.21it/s, loss=0.333]
Epoch 1:   2%|1         | 10/585 [00:08<07:54,  1.21it/s, loss=0.333]
Epoch 1:   2%|1         | 10/585 [00:09<07:54,  1.21it/s, loss=0.333]
Epoch 1:   2%|1         | 11/585 [00:09<07:43,  1.24it/s, loss=0.333]
Epoch 1:   2%|1         | 11/585 [00:09<07:43,  1.24it/s, loss=0.333]
Epoch 1:   2%|1         | 11/585 [00:10<07:43,  1.24it/s, loss=0.333]
Epoch 1:   2%|2         | 12/585 [00:10<08:18,  1.15it/s, loss=0.333]
Epoch 1:   2%|2         | 12/585 [00:10<08:18,  1.15it/s, loss=0.333]
Epoch 1:   2%|2         | 12/585 [00:10<08:18,  1.15it/s, loss=0.333]
Epoch 1:   2%|2         | 13/585 [00:10<08:12,  1.16it/s, loss=0.333]
Epoch 1:   2%|2         | 13/585 [00:10<08:12,  1.16it/s, loss=0.333]
Epoch 1:   2%|2         | 13/585 [00:11<08:12,  1.16it/s, loss=0.333]
Epoch 1:   2%|2         | 14/585 [00:11<07:45,  1.23it/s, loss=0.333]
Epoch 1:   2%|2         | 14/585 [00:11<07:45,  1.23it/s, loss=0.333]
Epoch 1:   2%|2         | 14/585 [00:12<07:45,  1.23it/s, loss=0.333]
Epoch 1:   3%|2         | 15/585 [00:12<07:03,  1.34it/s, loss=0.333]
Epoch 1:   3%|2         | 15/585 [00:12<07:03,  1.34it/s, loss=0.333]
