label,variant,run_dir,epochs,final_loss,best_loss,final_rmsae_deg,best_rmsae_deg,best_epoch,avg_epoch_time_s,latency_step_ms,param_count,maba_mac_proxy
baseline,baseline,/home/cmm/icocnn/maba_doa/outputs/maba_doa_r2_baseline_20260406_220454,25,0.02587093971669674,0.02587093971669674,8.122758865356445,7.94542121887207,22,409.9927449658002,29.040903950044594,290017,0
maba,maba,/home/cmm/icocnn/maba_doa/outputs/maba_doa_r2_maba_20260407_005546,25,0.025557132437825203,0.025357531383633614,7.874738693237305,7.874738693237305,25,419.21396324239964,32.15064305004489,298793,865200
ablation_no_gate,ablation_no_gate,/home/cmm/icocnn/maba_doa/outputs/maba_doa_r2_ablation_no_gate_retry25_20260407_125521,25,0.025088006630539894,0.024787800386548042,7.4873175621032715,7.445070266723633,22,421.75033609523996,33.46067185002539,297769,759728
ablation_no_state,ablation_no_state,/home/cmm/icocnn/maba_doa/outputs/maba_doa_r2_ablation_no_state_retry25_20260407_160616,25,0.0256118793040514,0.02543441392481327,7.788504123687744,7.788504123687744,25,407.9969362229605,29.561075950005034,298793,865200
