epoch,phase,lr,batch_size,micro_batch_size,train_loss,val_loss,val_rmsae_deg,epoch_time_s
1,1,0.0001,1,1,0.10771741800519646,0.04278274124953896,15.006281211972237,993.8239207459847
2,1,0.0001,1,1,0.04309640407689616,0.04079655162058771,14.099765613675117,991.5782512950245
3,1,0.0001,1,1,0.03804058487980794,0.031827519240323454,11.544764190912247,992.0373409689637
4,1,0.0001,1,1,0.03370395640277455,0.029678360442630947,9.99102658033371,999.1883538119728
5,1,0.0001,1,1,0.032489544376094116,0.02786385070066899,9.945953220129013,999.0658729990246
6,1,0.0001,1,1,0.03132125114241981,0.028767071897163987,10.432110086083412,984.7461161290994
7,1,0.0001,1,1,0.029262820575545485,0.027296438085613772,9.60727833211422,989.0172774620587
8,1,0.0001,1,1,0.028966600272772657,0.026644785539247096,9.0847387611866,999.9979804879986
9,1,0.0001,1,1,0.028008935912552043,0.026024560967925936,8.907323494553566,1001.1848903689533
10,1,0.0001,1,1,0.02825668593789013,0.025890548567986116,8.795075625181198,996.726442370913
11,1,0.0001,1,1,0.027041674551800784,0.025885586015647277,9.36470539867878,1001.6998482890194
12,1,0.0001,1,1,0.027022267185533657,0.02598052629036829,8.493210166692734,997.9620213550515
13,1,0.0001,1,1,0.02682368220267897,0.026704755931859836,7.604341112077236,993.0400469660526
14,1,0.0001,1,1,0.025980467056362037,0.025595103536034003,8.095482960343361,985.036778365029
15,1,0.0001,1,1,0.02606805625379595,0.026952785265166312,7.859081342816353,995.3483631639974
16,1,0.0001,1,1,0.02570689078898002,0.02505192009266466,7.544819667935371,996.1511794279795
17,1,0.0001,1,1,0.025830195223291715,0.02487173705594614,7.508124113082886,1006.6667351679644
18,1,0.0001,1,1,0.02562263265538674,0.024893164489185438,7.306798540055752,988.1334529010346
19,1,0.0001,1,1,0.024946577449002836,0.024675068707438186,7.890693664550781,994.5659657389624
20,1,0.0001,1,1,0.02479007540859728,0.024361321120522916,7.61673629283905,991.1511135660112
21,2,1e-05,10,1,0.026607075893980824,0.024320268974406645,7.495316490530968,986.1775465869578
22,2,1e-05,10,1,0.02575047655015165,0.02424823329783976,7.525934264063835,994.6525366329588
23,2,1e-05,10,1,0.026427028450764653,0.024241916922619566,7.513727992773056,1000.613712774124
24,2,1e-05,10,1,0.02624408388749147,0.024244106229161844,7.464567258954048,996.7342661570292
25,2,1e-05,10,1,0.025480832614832454,0.02419985260348767,7.597590997815132,980.2356991458219
26,2,1e-05,10,1,0.025402834796561646,0.024214443197706714,7.557325184345245,984.4985603271052
27,2,1e-05,10,1,0.02534784510668017,0.02418604024569504,7.5957451313734055,976.5550224189647
28,2,1e-05,10,1,0.026082064961202633,0.024191387929022312,7.565294861793518,991.7871961600613
29,2,1e-05,10,1,0.026515736449987462,0.02419492873013951,7.468215048313141,1004.0690973938908
30,2,1e-05,10,1,0.026589386195390145,0.024176592065487057,7.603423476219177,995.5878781550564
31,2,1e-05,10,1,0.02584878790200266,0.024205932480981573,7.527712360024452,982.5789781310596
32,2,1e-05,10,1,0.02539907395839691,0.02416441132663749,7.528877675533295,983.9028440529946
33,2,1e-05,10,1,0.02574361376464367,0.024121105583617464,7.604098558425903,982.650199260097
34,2,1e-05,10,1,0.02613939993465558,0.024139301240211353,7.457989677786827,992.9274454680271
35,2,1e-05,10,1,0.025912218830651708,0.02413692479603924,7.474323213100433,992.6164520471357
36,2,1e-05,10,1,0.025892465290987595,0.024138317676261067,7.421833828091621,991.2529821989592
37,2,1e-05,10,1,0.025822431780397892,0.02416782107320614,7.5466887056827545,981.6264578499831
38,2,1e-05,10,1,0.025424657941947124,0.0241513189394027,7.426781669259071,990.3259436681401
39,2,1e-05,10,1,0.02524767253293186,0.024156019848305732,7.525541767477989,1002.4148916709237
40,2,1e-05,10,1,0.025966108372259853,0.024124897085130215,7.455197706818581,1010.3490340770222
41,2,1e-05,10,1,0.02519262419997627,0.024101751361740753,7.612728595733643,980.6233944338746
42,2,1e-05,10,1,0.02546582512366466,0.024092451174510643,7.619310259819031,997.6494869799353
43,2,1e-05,10,1,0.02616748625619544,0.024124325078446418,7.481140851974487,987.7399917140137
44,2,1e-05,10,1,0.02605825345008037,0.02405513933626935,7.515371099114418,994.0559575539082
45,2,1e-05,10,1,0.025249360907727326,0.02407448343001306,7.39420011639595,989.0758738508448
46,2,1e-05,10,1,0.02583174624790748,0.02404981170548126,7.44987615942955,994.6630247661378
47,2,1e-05,10,1,0.026197670401734673,0.024056481692241505,7.432548508048058,993.5233546278905
48,2,1e-05,10,1,0.025635542709412228,0.02402138931211084,7.5377049297094345,999.8910593132023
49,2,1e-05,10,1,0.02598381904232451,0.02403053143643774,7.450586125254631,995.4641032980289
50,2,1e-05,10,1,0.025221955930639025,0.02401928123435937,7.472970008850098,993.9750838200562
51,2,1e-05,10,1,0.025518183486583905,0.02401873201597482,7.39887572824955,987.7608187298756
52,2,1e-05,10,1,0.025864507624099396,0.02406828317907639,7.361890152096748,997.5982261160389
53,2,1e-05,10,1,0.02526723507186796,0.024043487646849826,7.535872116684914,987.9549837720115
54,2,1e-05,10,1,0.02541657769972952,0.02401056679082103,7.440856575965881,987.7808381139766
55,2,1e-05,10,1,0.025066487105865762,0.02405654895119369,7.3833746165037155,981.0957072121091
56,2,1e-05,10,1,0.02617523954050918,0.024080248113023117,7.303554072976112,995.9079847070388
57,2,1e-05,10,1,0.025372241045802067,0.023995287192519754,7.525212109088898,983.347994534066
58,2,1e-05,10,1,0.025881096118917833,0.024040492658969015,7.4892508238554,994.7875728229992
59,2,1e-05,10,1,0.02589619186603361,0.024030045460676774,7.617965027689934,999.7182942768559
60,2,1e-05,10,1,0.026227153533607977,0.023915998928714544,7.678594946861267,998.350813425146
61,2,1e-05,10,1,0.025809439728593724,0.024010785069549456,7.472409099340439,999.968126941938
62,2,1e-05,10,1,0.025453911487681745,0.02397138308151625,7.427821263670921,993.6230756449513
63,2,1e-05,10,1,0.026415424569486045,0.023957990197231993,7.347036108374596,999.2877260081004
64,2,1e-05,10,1,0.026769938482305942,0.023962221399415284,7.373408988118172,997.2995273389388
65,2,1e-05,10,1,0.026052328418844785,0.02400988171575591,7.421152040362358,999.2818147379439
