epoch,phase,lr,batch_size,micro_batch_size,train_loss,val_loss,val_rmsae_deg,epoch_time_s
66,2,1e-05,10,1,0.01815907958433287,0.016817456227727234,5.829587399959564,1721.924193720799
67,2,1e-05,10,1,0.018207587700528213,0.016847037972183898,5.776288658380508,1735.2327684329357
68,2,1e-05,10,1,0.01823600601309385,0.016822420700918883,5.745675645768642,1704.1902579017915
69,2,1e-05,10,1,0.01817954775168855,0.016827081883093342,5.773869730532169,1657.3118548891507
70,2,1e-05,10,1,0.018276517974356046,0.016837060800753534,5.773157261312008,1651.751696338877
71,2,1e-05,10,1,0.01784852580127553,0.016805514722364023,5.762978993356228,1653.5967594510876
72,2,1e-05,10,1,0.018853121371064176,0.01681682135676965,5.768636457622051,1701.2977103209123
73,2,1e-05,10,1,0.01832215454763709,0.016853235923917964,5.75872328132391,1648.3716780040413
74,2,1e-05,10,1,0.017964713737113863,0.016850030689965934,5.766242839396,1663.7246111729182
75,2,1e-05,10,1,0.018056475820863605,0.016865600366145372,5.786190636456013,1665.968822748866
76,2,1e-05,10,1,0.017902021274830288,0.016834799840580672,5.791152693331242,1664.5838218859863
77,2,1e-05,10,1,0.017462688561879162,0.016827459476189688,5.801238216459751,1642.2610636679456
78,2,1e-05,10,1,0.017755236662128287,0.016861254902323708,5.834227725863457,1659.9341306909919
79,2,1e-05,10,1,0.018774539516426814,0.016810239321785048,5.780842065811157,1684.7617759129498
80,2,1e-05,10,1,0.017386408587201283,0.016823688987642527,5.789959065616131,1648.4701567180455
